CLINIC_NAME,STATE_CODE,ZIP_CODE
TX-Cedar Hill,TX,75063
TX-Cedar Hill,TX,75065
TX-Cedar Hill,TX,75115
TX-Cedar Hill,TX,75141
TX-Cedar Hill,TX,75146
TX-Cedar Hill,TX,75154
TX-Cedar Hill,TX,75172
TX-Cedar Hill,TX,75232
TX-Cedar Hill,TX,75241
TX-Katy,TX,77043
TX-Katy,TX,77077
TX-Katy,TX,77082
TX-Katy,TX,77084
TX-Katy,TX,77094
TX-Katy,TX,77096
TX-Katy,TX,77407
TX-Katy,TX,77423
TX-Katy,TX,77433
TX-Katy,TX,77449
TX-Katy,TX,77450
TX-Katy,TX,77493
TX-Katy,TX,77494
TX-Pearland,TX,77025
TX-Pearland,TX,77045
TX-Pearland,TX,77047
TX-Pearland,TX,77048
TX-Pearland,TX,77051
TX-Pearland,TX,77053
TX-Pearland,TX,77075
TX-Pearland,TX,77089
TX-Pearland,TX,77511
TX-Pearland,TX,77545
TX-Pearland,TX,77578
TX-Pearland,TX,77581
TX-Pearland,TX,77583
TX-Pearland,TX,77584
TX-Plano,TX,75001
TX-Plano,TX,75007
TX-Plano,TX,75013
TX-Plano,TX,75023
TX-Plano,TX,75025
TX-Plano,TX,75034
TX-Plano,TX,75035
TX-Plano,TX,75036
TX-Plano,TX,75039
TX-Plano,TX,75040
TX-Plano,TX,75056
TX-Plano,TX,75068
TX-Plano,TX,75074
TX-Plano,TX,75075
TX-Plano,TX,75081
TX-Plano,TX,75209
TX-Plano,TX,75229
TX-Plano,TX,75234
TX-Plano,TX,75240
TX-Plano,TX,75248
TX-Sugar land,TX,77031
TX-Sugar land,TX,77036
TX-Sugar land,TX,77074
TX-Sugar land,TX,77083
TX-Sugar land,TX,77085
TX-Sugar land,TX,77401
TX-Sugar land,TX,77406
TX-Sugar land,TX,77459
TX-Sugar land,TX,77469
TX-Sugar land,TX,77471
TX-Sugar land,TX,77477
TX-Sugar land,TX,77479
TX-Sugar land,TX,77489
TX-Sugar land,TX,77498
VA-Alexandria,VA,22150
VA-Alexandria,VA,22151
VA-Alexandria,VA,22152
VA-Alexandria,VA,22207
VA-Alexandria,VA,22301
VA-Alexandria,VA,22302
VA-Alexandria,VA,22303
VA-Alexandria,VA,22305
VA-Alexandria,VA,22306
VA-Alexandria,VA,22307
VA-Alexandria,VA,22308
VA-Alexandria,VA,22309
VA-Alexandria,VA,22310
VA-Alexandria,VA,22312
VA-Alexandria,VA,22314
VA-Alexandria,VA,22315
VA-Fairfax,VA,20120
VA-Fairfax,VA,20121
VA-Fairfax,VA,20124
VA-Fairfax,VA,20151
VA-Fairfax,VA,20152
VA-Fairfax,VA,20171
VA-Fairfax,VA,22030
VA-Fairfax,VA,22031
VA-Fairfax,VA,22032
VA-Fairfax,VA,22033
VA-Fairfax,VA,22039
VA-Fredericksburg,VA,22401
VA-Fredericksburg,VA,22405
VA-Fredericksburg,VA,22406
VA-Fredericksburg,VA,22407
VA-Fredericksburg,VA,22408
VA-Fredericksburg,VA,22443
VA-Fredericksburg,VA,22485
VA-Fredericksburg,VA,22535
VA-Fredericksburg,VA,22538
VA-Fredericksburg,VA,22551
VA-Fredericksburg,VA,22553
VA-Fredericksburg,VA,22554
VA-Fredericksburg,VA,22580
VA-Fredericksburg,VA,22736
VA-Richmond,VA,23005
VA-Richmond,VA,23059
VA-Richmond,VA,23060
VA-Richmond,VA,23075
VA-Richmond,VA,23111
VA-Richmond,VA,23112
VA-Richmond,VA,23116
VA-Richmond,VA,23219
VA-Richmond,VA,23220
VA-Richmond,VA,23221
VA-Richmond,VA,23222
VA-Richmond,VA,23223
VA-Richmond,VA,23224
VA-Richmond,VA,23225
VA-Richmond,VA,23226
VA-Richmond,VA,23227
VA-Richmond,VA,23228
VA-Richmond,VA,23229
VA-Richmond,VA,23230
VA-Richmond,VA,23231
VA-Richmond,VA,23233
VA-Richmond,VA,23234
VA-Richmond,VA,23238
VA-Vienna,VA,20190
VA-Vienna,VA,20191
VA-Vienna,VA,22027
VA-Vienna,VA,22042
VA-Vienna,VA,22043
VA-Vienna,VA,22044
VA-Vienna,VA,22046
VA-Vienna,VA,22066
VA-Vienna,VA,22101
VA-Vienna,VA,22102
VA-Vienna,VA,22180
VA-Vienna,VA,22181
VA-Vienna,VA,22182
VA-Vienna,VA,22213
VA-Woodbridge,VA,20112
VA-Woodbridge,VA,22025
VA-Woodbridge,VA,22026
VA-Woodbridge,VA,22079
VA-Woodbridge,VA,22125
VA-Woodbridge,VA,22134
VA-Woodbridge,VA,22191
VA-Woodbridge,VA,22192
VA-Woodbridge,VA,22193
WA-Bellevue,WA,98004
WA-Bellevue,WA,98005
WA-Bellevue,WA,98006
WA-Bellevue,WA,98008
WA-Bellevue,WA,98033
WA-Bellevue,WA,98034
WA-Bellevue,WA,98039
WA-Bellevue,WA,98040
WA-Bellevue,WA,98052
WA-Lynnwood,WA,98011
WA-Lynnwood,WA,98012
WA-Lynnwood,WA,98020
WA-Lynnwood,WA,98026
WA-Lynnwood,WA,98028
WA-Lynnwood,WA,98036
WA-Lynnwood,WA,98043
WA-Lynnwood,WA,98115
WA-Lynnwood,WA,98125
WA-Lynnwood,WA,98133
WA-Lynnwood,WA,98177
WA-Lynnwood,WA,98208
wa-lynwood,WA,98250
WA-Renton-Maple Valley,WA,98002
WA-Renton-Maple Valley,WA,98010
WA-Renton-Maple Valley,WA,98027
WA-Renton-Maple Valley,WA,98030
WA-Renton-Maple Valley,WA,98031
WA-Renton-Maple Valley,WA,98038
WA-Renton-Maple Valley,WA,98042
WA-Renton-Maple Valley,WA,98047
WA-Renton-Maple Valley,WA,98050
WA-Renton-Maple Valley,WA,98051
WA-Renton-Maple Valley,WA,98055
WA-Renton-Maple Valley,WA,98057
WA-Renton-Maple Valley,WA,98058
WA-Renton-Maple Valley,WA,98059
WA-Renton-Maple Valley,WA,98092
,MA,01005
,MA,01007
,MA,01008
,MA,01009
,MA,01010
,MA,01011
,MA,01012
,MA,01026
,MA,01029
,MA,01030
,MA,01031
,MA,01032
,MA,01033
,MA,01034
,MA,01035
,MA,01036
,MA,01037
,MA,01038
,MA,01039
,MA,01050
,MA,01053
,MA,01054
,MA,01057
,MA,01060
,MA,01062
,MA,01068
,MA,01069
,MA,01070
,MA,01071
,MA,01072
,MA,01074
,MA,01079
,MA,01080
,MA,01081
,MA,01082
,MA,01083
,MA,01092
,MA,01093
,MA,01094
,MA,01095
,MA,01096
,MA,01098
,MA,01107
,MA,01220
,MA,01222
,MA,01223
,MA,01225
,MA,01226
,MA,01230
,MA,01235
,MA,01236
,MA,01237
,MA,01238
,MA,01240
,MA,01242
,MA,01243
,MA,01245
,MA,01247
,MA,01253
,MA,01254
,MA,01255
,MA,01257
,MA,01258
,MA,01259
,MA,01262
,MA,01266
,MA,01267
,MA,01301
,MA,01330
,MA,01331
,MA,01337
,MA,01338
,MA,01339
,MA,01340
,MA,01341
,MA,01342
,MA,01344
,MA,01346
,MA,01351
,MA,01355
,MA,01360
,MA,01364
,MA,01366
,MA,01367
,MA,01370
,MA,01373
,MA,01375
,MA,01376
,MA,01379
,MA,01468
,MA,01506
,MA,01507
,MA,01515
,MA,01518
,MA,01529
,MA,01531
,MA,01535
,MA,01543
,MA,01550
,MA,01560
,MA,01561
,MA,01562
,MA,01566
,MA,01568
,MA,01570
,MA,01571
,MA,01585
,MA,01588
,MA,01590
,MA,01607
,MA,01612
,MA,01740
,MA,01745
,MA,01754
,MA,01775
,MA,01827
,MA,01833
,MA,01834
,MA,01835
,MA,01860
,MA,01862
,MA,01879
,MA,01908
,MA,01922
,MA,01938
,MA,01940
,MA,01950
,MA,01952
,MA,01966
,MA,01969
,MA,01985
,MA,02054
,MA,02056
,MA,02061
,MA,02066
,MA,02071
,MA,02109
,MA,02111
,MA,02191
,MA,02330
,MA,02332
,MA,02338
,MA,02347
,MA,02350
,MA,02356
,MA,02359
,MA,02364
,MA,02367
,MA,02375
,MA,02379
,MA,02464
,MA,02465
,MA,02468
,MA,02532
,MA,02534
,MA,02535
,MA,02536
,MA,02537
,MA,02538
,MA,02539
,MA,02540
,MA,02543
,MA,02553
,MA,02554
,MA,02556
,MA,02557
,MA,02558
,MA,02559
,MA,02561
,MA,02562
,MA,02563
,MA,02564
,MA,02568
,MA,02576
,MA,02601
,MA,02630
,MA,02631
,MA,02632
,MA,02633
,MA,02635
,MA,02637
,MA,02638
,MA,02639
,MA,02641
,MA,02642
,MA,02644
,MA,02645
,MA,02646
,MA,02647
,MA,02648
,MA,02649
,MA,02650
,MA,02652
,MA,02653
,MA,02655
,MA,02657
,MA,02659
,MA,02660
,MA,02664
,MA,02666
,MA,02667
,MA,02668
,MA,02670
,MA,02671
,MA,02672
,MA,02673
,MA,02675
,MA,02702
,MA,02713
,MA,02715
,MA,02717
,MA,02718
,MA,02719
,MA,02723
,MA,02724
,MA,02726
,MA,02738
,MA,02739
,MA,02743
,MA,02744
,MA,02746
,MA,02747
,MA,02763
,MA,02764
,MA,02769
,MA,02770
,MA,02771
,MA,02777
,MA,02790
,MA,02791
,RI,02804
,RI,02806
,RI,02807
,RI,02808
,RI,02809
,RI,02812
,RI,02813
,RI,02814
,RI,02816
,RI,02818
,RI,02822
,RI,02824
,RI,02825
,RI,02826
,RI,02828
,RI,02829
,RI,02830
,RI,02831
,RI,02832
,RI,02833
,RI,02835
,RI,02837
,RI,02838
,RI,02839
,RI,02840
,RI,02841
,RI,02842
,RI,02852
,RI,02857
,RI,02859
,RI,02860
,RI,02863
,RI,02865
,RI,02871
,RI,02872
,RI,02873
,RI,02874
,RI,02875
,RI,02876
,RI,02878
,RI,02879
,RI,02881
,RI,02882
,RI,02885
,RI,02886
,RI,02892
,RI,02893
,RI,02894
,RI,02898
,RI,02903
,RI,02904
,RI,02906
,RI,02907
,RI,02909
,RI,02910
,RI,02911
,RI,02914
,RI,02915
,RI,02916
,RI,02917
,NH,03034
,NH,03036
,NH,03037
,NH,03042
,NH,03043
,NH,03044
,NH,03071
,NH,03077
,NH,03082
,NH,03084
,NH,03101
,NH,03106
,NH,03215
,NH,03216
,NH,03217
,NH,03220
,NH,03221
,NH,03222
,NH,03223
,NH,03224
,NH,03225
,NH,03226
,NH,03227
,NH,03229
,NH,03230
,NH,03233
,NH,03234
,NH,03235
,NH,03237
,NH,03240
,NH,03241
,NH,03242
,NH,03243
,NH,03245
,NH,03246
,NH,03249
,NH,03251
,NH,03253
,NH,03254
,NH,03255
,NH,03256
,NH,03257
,NH,03259
,NH,03260
,NH,03262
,NH,03264
,NH,03266
,NH,03268
,NH,03269
,NH,03273
,NH,03275
,NH,03276
,NH,03278
,NH,03279
,NH,03280
,NH,03282
,NH,03284
,NH,03287
,NH,03291
,NH,03303
,NH,03304
,NH,03307
,NH,03431
,NH,03440
,NH,03441
,NH,03443
,NH,03444
,NH,03445
,NH,03446
,NH,03447
,NH,03448
,NH,03449
,NH,03450
,NH,03451
,NH,03452
,NH,03455
,NH,03456
,NH,03458
,NH,03461
,NH,03462
,NH,03464
,NH,03465
,NH,03466
,NH,03467
,NH,03470
,NH,03561
,NH,03570
,NH,03574
,NH,03576
,NH,03579
,NH,03580
,NH,03581
,NH,03582
,NH,03583
,NH,03584
,NH,03585
,NH,03586
,NH,03588
,NH,03590
,NH,03592
,NH,03595
,NH,03597
,NH,03598
,NH,03601
,NH,03602
,NH,03603
,NH,03605
,NH,03608
,NH,03740
,NH,03741
,NH,03743
,NH,03748
,NH,03750
,NH,03752
,NH,03753
,NH,03755
,NH,03765
,NH,03766
,NH,03768
,NH,03770
,NH,03771
,NH,03773
,NH,03774
,NH,03777
,NH,03779
,NH,03780
,NH,03781
,NH,03782
,NH,03784
,NH,03785
,NH,03809
,NH,03810
,NH,03812
,NH,03813
,NH,03814
,NH,03817
,NH,03819
,NH,03827
,NH,03830
,NH,03832
,NH,03836
,NH,03837
,NH,03838
,NH,03840
,NH,03844
,NH,03845
,NH,03846
,NH,03848
,NH,03849
,NH,03850
,NH,03853
,NH,03854
,NH,03856
,NH,03857
,NH,03858
,NH,03860
,NH,03862
,NH,03864
,NH,03865
,NH,03870
,NH,03871
,NH,03872
,NH,03873
,NH,03874
,NH,03875
,NH,03882
,NH,03883
,NH,03885
,NH,03886
,NH,03890
,NH,03894
,CT,06001
,CT,06002
,CT,06013
,CT,06018
,CT,06019
,CT,06021
,CT,06024
,CT,06029
,CT,06031
,CT,06032
,CT,06033
,CT,06035
,CT,06037
,CT,06039
,CT,06043
,CT,06057
,CT,06058
,CT,06060
,CT,06061
,CT,06062
,CT,06063
,CT,06065
,CT,06068
,CT,06069
,CT,06070
,CT,06071
,CT,06076
,CT,06084
,CT,06085
,CT,06088
,CT,06089
,CT,06092
,CT,06093
,CT,06098
,CT,06107
,CT,06110
,CT,06117
,CT,06120
,CT,06226
,CT,06232
,CT,06234
,CT,06235
,CT,06237
,CT,06238
,CT,06239
,CT,06241
,CT,06242
,CT,06247
,CT,06250
,CT,06254
,CT,06255
,CT,06256
,CT,06259
,CT,06260
,CT,06262
,CT,06263
,CT,06264
,CT,06266
,CT,06268
,CT,06277
,CT,06278
,CT,06279
,CT,06280
,CT,06281
,CT,06320
,CT,06330
,CT,06331
,CT,06332
,CT,06334
,CT,06335
,CT,06336
,CT,06338
,CT,06339
,CT,06340
,CT,06351
,CT,06353
,CT,06354
,CT,06355
,CT,06357
,CT,06359
,CT,06370
,CT,06371
,CT,06374
,CT,06375
,CT,06377
,CT,06378
,CT,06379
,CT,06380
,CT,06382
,CT,06384
,CT,06385
,CT,06387
,CT,06401
,CT,06403
,CT,06409
,CT,06410
,CT,06412
,CT,06413
,CT,06417
,CT,06418
,CT,06419
,CT,06422
,CT,06423
,CT,06424
,CT,06426
,CT,06437
,CT,06438
,CT,06441
,CT,06442
,CT,06443
,CT,06444
,CT,06455
,CT,06456
,CT,06460
,CT,06467
,CT,06468
,CT,06469
,CT,06470
,CT,06475
,CT,06478
,CT,06479
,CT,06481
,CT,06483
,CT,06488
,CT,06489
,CT,06498
,CT,06519
,CT,06704
,CT,06705
,CT,06712
,CT,06716
,CT,06750
,CT,06751
,CT,06752
,CT,06753
,CT,06754
,CT,06755
,CT,06756
,CT,06757
,CT,06759
,CT,06762
,CT,06776
,CT,06777
,CT,06779
,CT,06782
,CT,06783
,CT,06784
,CT,06785
,CT,06786
,CT,06787
,CT,06791
,CT,06793
,CT,06794
,CT,06795
,CT,06796
,CT,06798
,CT,06801
,CT,06804
,CT,06850
,CT,06878
,CT,06896
,CT,06897
,CT,06901
,CT,06907
,NJ,07004
,NJ,07006
,NJ,07009
,NJ,07010
,NJ,07012
,NJ,07014
,NJ,07016
,NJ,07020
,NJ,07022
,NJ,07028
,NJ,07029
,NJ,07035
,NJ,07041
,NJ,07042
,NJ,07043
,NJ,07044
,NJ,07045
,NJ,07057
,NJ,07066
,NJ,07068
,NJ,07070
,NJ,07071
,NJ,07072
,NJ,07073
,NJ,07076
,NJ,07082
,NJ,07092
,NJ,07102
,NJ,07110
,NJ,07401
,NJ,07405
,NJ,07416
,NJ,07417
,NJ,07418
,NJ,07419
,NJ,07420
,NJ,07421
,NJ,07422
,NJ,07424
,NJ,07430
,NJ,07432
,NJ,07435
,NJ,07436
,NJ,07438
,NJ,07439
,NJ,07440
,NJ,07444
,NJ,07446
,NJ,07456
,NJ,07457
,NJ,07460
,NJ,07461
,NJ,07462
,NJ,07463
,NJ,07465
,NJ,07480
,NJ,07481
,NJ,07512
,NJ,07513
,NJ,07604
,NJ,07605
,NJ,07607
,NJ,07620
,NJ,07624
,NJ,07626
,NJ,07627
,NJ,07640
,NJ,07641
,NJ,07642
,NJ,07645
,NJ,07646
,NJ,07647
,NJ,07648
,NJ,07649
,NJ,07650
,NJ,07656
,NJ,07662
,NJ,07663
,NJ,07670
,NJ,07675
,NJ,07677
,NJ,07701
,NJ,07702
,NJ,07704
,NJ,07711
,NJ,07716
,NJ,07717
,NJ,07718
,NJ,07720
,NJ,07721
,NJ,07723
,NJ,07730
,NJ,07732
,NJ,07733
,NJ,07734
,NJ,07735
,NJ,07737
,NJ,07738
,NJ,07739
,NJ,07740
,NJ,07747
,NJ,07748
,NJ,07750
,NJ,07755
,NJ,07756
,NJ,07757
,NJ,07758
,NJ,07760
,NJ,07762
,NJ,07764
,NJ,07821
,NJ,07822
,NJ,07823
,NJ,07825
,NJ,07826
,NJ,07827
,NJ,07830
,NJ,07832
,NJ,07838
,NJ,07840
,NJ,07847
,NJ,07849
,NJ,07851
,NJ,07853
,NJ,07857
,NJ,07860
,NJ,07863
,NJ,07865
,NJ,07866
,NJ,07871
,NJ,07878
,NJ,07882
,NJ,07922
,NJ,07924
,NJ,07926
,NJ,07927
,NJ,07930
,NJ,07931
,NJ,07933
,NJ,07934
,NJ,07935
,NJ,07939
,NJ,07946
,NJ,07974
,NJ,07976
,NJ,07979
,NJ,07980
,NJ,08004
,NJ,08005
,NJ,08006
,NJ,08008
,NJ,08010
,NJ,08014
,NJ,08015
,NJ,08019
,NJ,08022
,NJ,08026
,NJ,08027
,NJ,08028
,NJ,08029
,NJ,08032
,NJ,08035
,NJ,08038
,NJ,08041
,NJ,08043
,NJ,08045
,NJ,08049
,NJ,08050
,NJ,08051
,NJ,08056
,NJ,08057
,NJ,08059
,NJ,08061
,NJ,08063
,NJ,08064
,NJ,08067
,NJ,08068
,NJ,08069
,NJ,08070
,NJ,08075
,NJ,08077
,NJ,08078
,NJ,08079
,NJ,08085
,NJ,08086
,NJ,08087
,NJ,08088
,NJ,08089
,NJ,08090
,NJ,08092
,NJ,08093
,NJ,08096
,NJ,08102
,NJ,08104
,NJ,08105
,NJ,08106
,NJ,08107
,NJ,08108
,NJ,08201
,NJ,08202
,NJ,08203
,NJ,08204
,NJ,08210
,NJ,08212
,NJ,08215
,NJ,08221
,NJ,08223
,NJ,08225
,NJ,08226
,NJ,08230
,NJ,08232
,NJ,08234
,NJ,08242
,NJ,08243
,NJ,08244
,NJ,08247
,NJ,08248
,NJ,08251
,NJ,08260
,NJ,08270
,NJ,08302
,NJ,08310
,NJ,08311
,NJ,08312
,NJ,08314
,NJ,08316
,NJ,08317
,NJ,08319
,NJ,08321
,NJ,08323
,NJ,08324
,NJ,08326
,NJ,08327
,NJ,08328
,NJ,08329
,NJ,08330
,NJ,08332
,NJ,08340
,NJ,08341
,NJ,08344
,NJ,08345
,NJ,08346
,NJ,08349
,NJ,08350
,NJ,08353
,NJ,08360
,NJ,08401
,NJ,08402
,NJ,08406
,NJ,08501
,NJ,08505
,NJ,08511
,NJ,08512
,NJ,08514
,NJ,08515
,NJ,08518
,NJ,08520
,NJ,08528
,NJ,08530
,NJ,08533
,NJ,08534
,NJ,08536
,NJ,08542
,NJ,08550
,NJ,08551
,NJ,08553
,NJ,08554
,NJ,08555
,NJ,08558
,NJ,08559
,NJ,08560
,NJ,08561
,NJ,08562
,NJ,08608
,NJ,08619
,NJ,08620
,NJ,08628
,NJ,08629
,NJ,08640
,NJ,08641
,NJ,08648
,NJ,08732
,NJ,08734
,NJ,08736
,NJ,08738
,NJ,08740
,NJ,08741
,NJ,08742
,NJ,08750
,NJ,08801
,NJ,08804
,NJ,08809
,NJ,08825
,NJ,08826
,NJ,08827
,NJ,08829
,NJ,08830
,NJ,08835
,NJ,08840
,NJ,08846
,NJ,08848
,NJ,08850
,NJ,08859
,NJ,08863
,NJ,08865
,NJ,08867
,NJ,08872
,NJ,08879
,NJ,08880
,NJ,08882
,NJ,08884
,NJ,08886
,NJ,08887
,PA,15001
,PA,15003
,PA,15004
,PA,15006
,PA,15007
,PA,15009
,PA,15010
,PA,15012
,PA,15014
,PA,15017
,PA,15018
,PA,15019
,PA,15020
,PA,15021
,PA,15022
,PA,15024
,PA,15025
,PA,15026
,PA,15027
,PA,15028
,PA,15030
,PA,15031
,PA,15033
,PA,15034
,PA,15035
,PA,15037
,PA,15038
,PA,15043
,PA,15044
,PA,15045
,PA,15046
,PA,15047
,PA,15049
,PA,15050
,PA,15051
,PA,15052
,PA,15053
,PA,15054
,PA,15055
,PA,15056
,PA,15057
,PA,15059
,PA,15060
,PA,15061
,PA,15062
,PA,15063
,PA,15064
,PA,15065
,PA,15066
,PA,15067
,PA,15068
,PA,15071
,PA,15074
,PA,15075
,PA,15076
,PA,15077
,PA,15078
,PA,15081
,PA,15082
,PA,15083
,PA,15084
,PA,15085
,PA,15087
,PA,15088
,PA,15089
,PA,15101
,PA,15102
,PA,15104
,PA,15106
,PA,15108
,PA,15110
,PA,15116
,PA,15120
,PA,15122
,PA,15126
,PA,15129
,PA,15135
,PA,15136
,PA,15137
,PA,15139
,PA,15140
,PA,15142
,PA,15144
,PA,15145
,PA,15146
,PA,15147
,PA,15148
,PA,15201
,PA,15203
,PA,15205
,PA,15206
,PA,15207
,PA,15209
,PA,15210
,PA,15211
,PA,15212
,PA,15213
,PA,15215
,PA,15216
,PA,15217
,PA,15218
,PA,15219
,PA,15220
,PA,15222
,PA,15223
,PA,15224
,PA,15226
,PA,15227
,PA,15229
,PA,15233
,PA,15234
,PA,15235
,PA,15236
,PA,15238
,PA,15239
,PA,15241
,PA,15243
,PA,15310
,PA,15311
,PA,15312
,PA,15313
,PA,15314
,PA,15315
,PA,15316
,PA,15317
,PA,15320
,PA,15321
,PA,15322
,PA,15323
,PA,15324
,PA,15327
,PA,15329
,PA,15330
,PA,15331
,PA,15332
,PA,15333
,PA,15334
,PA,15337
,PA,15338
,PA,15340
,PA,15341
,PA,15342
,PA,15344
,PA,15346
,PA,15347
,PA,15348
,PA,15349
,PA,15350
,PA,15351
,PA,15352
,PA,15353
,PA,15357
,PA,15358
,PA,15359
,PA,15360
,PA,15362
,PA,15363
,PA,15364
,PA,15366
,PA,15367
,PA,15368
,PA,15370
,PA,15376
,PA,15377
,PA,15378
,PA,15379
,PA,15380
,PA,15401
,PA,15411
,PA,15412
,PA,15413
,PA,15417
,PA,15419
,PA,15420
,PA,15421
,PA,15422
,PA,15423
,PA,15424
,PA,15425
,PA,15427
,PA,15428
,PA,15431
,PA,15432
,PA,15433
,PA,15436
,PA,15437
,PA,15438
,PA,15440
,PA,15442
,PA,15443
,PA,15444
,PA,15445
,PA,15446
,PA,15447
,PA,15450
,PA,15455
,PA,15456
,PA,15458
,PA,15459
,PA,15460
,PA,15461
,PA,15462
,PA,15463
,PA,15464
,PA,15465
,PA,15466
,PA,15468
,PA,15469
,PA,15470
,PA,15473
,PA,15474
,PA,15475
,PA,15476
,PA,15477
,PA,15478
,PA,15479
,PA,15480
,PA,15482
,PA,15483
,PA,15488
,PA,15490
,PA,15501
,PA,15520
,PA,15521
,PA,15522
,PA,15530
,PA,15531
,PA,15533
,PA,15534
,PA,15535
,PA,15536
,PA,15537
,PA,15538
,PA,15539
,PA,15540
,PA,15541
,PA,15542
,PA,15545
,PA,15550
,PA,15551
,PA,15552
,PA,15554
,PA,15557
,PA,15558
,PA,15560
,PA,15562
,PA,15563
,PA,15601
,PA,15610
,PA,15611
,PA,15612
,PA,15613
,PA,15615
,PA,15617
,PA,15618
,PA,15619
,PA,15620
,PA,15622
,PA,15623
,PA,15624
,PA,15625
,PA,15626
,PA,15627
,PA,15628
,PA,15629
,PA,15631
,PA,15633
,PA,15634
,PA,15635
,PA,15636
,PA,15637
,PA,15638
,PA,15639
,PA,15640
,PA,15641
,PA,15642
,PA,15644
,PA,15646
,PA,15647
,PA,15650
,PA,15655
,PA,15656
,PA,15658
,PA,15661
,PA,15662
,PA,15665
,PA,15666
,PA,15668
,PA,15670
,PA,15671
,PA,15672
,PA,15675
,PA,15676
,PA,15678
,PA,15679
,PA,15681
,PA,15683
,PA,15684
,PA,15686
,PA,15687
,PA,15688
,PA,15690
,PA,15692
,PA,15695
,PA,15696
,PA,15697
,PA,15698
,PA,15701
,PA,15711
,PA,15714
,PA,15715
,PA,15717
,PA,15722
,PA,15724
,PA,15725
,PA,15728
,PA,15729
,PA,15732
,PA,15737
,PA,15742
,PA,15744
,PA,15745
,PA,15747
,PA,15748
,PA,15753
,PA,15754
,PA,15757
,PA,15759
,PA,15762
,PA,15765
,PA,15767
,PA,15771
,PA,15772
,PA,15773
,PA,15774
,PA,15777
,PA,15778
,PA,15779
,PA,15781
,PA,15801
,PA,15821
,PA,15823
,PA,15824
,PA,15825
,PA,15827
,PA,15829
,PA,15832
,PA,15834
,PA,15840
,PA,15841
,PA,15845
,PA,15846
,PA,15847
,PA,15848
,PA,15849
,PA,15851
,PA,15853
,PA,15856
,PA,15857
,PA,15860
,PA,15861
,PA,15864
,PA,15865
,PA,15868
,PA,15870
,PA,15901
,PA,15904
,PA,15920
,PA,15921
,PA,15922
,PA,15923
,PA,15924
,PA,15925
,PA,15926
,PA,15927
,PA,15928
,PA,15930
,PA,15931
,PA,15934
,PA,15935
,PA,15936
,PA,15937
,PA,15938
,PA,15940
,PA,15942
,PA,15943
,PA,15944
,PA,15946
,PA,15948
,PA,15949
,PA,15951
,PA,15952
,PA,15954
,PA,15955
,PA,15956
,PA,15958
,PA,15960
,PA,15961
,PA,15962
,PA,15963
,PA,16020
,PA,16022
,PA,16023
,PA,16024
,PA,16025
,PA,16027
,PA,16028
,PA,16029
,PA,16030
,PA,16033
,PA,16034
,PA,16038
,PA,16041
,PA,16045
,PA,16049
,PA,16050
,PA,16051
,PA,16052
,PA,16053
,PA,16055
,PA,16056
,PA,16057
,PA,16059
,PA,16061
,PA,16063
,PA,16066
,PA,16101
,PA,16105
,PA,16110
,PA,16111
,PA,16112
,PA,16114
,PA,16115
,PA,16116
,PA,16117
,PA,16120
,PA,16121
,PA,16124
,PA,16125
,PA,16127
,PA,16130
,PA,16131
,PA,16132
,PA,16133
,PA,16134
,PA,16136
,PA,16137
,PA,16141
,PA,16142
,PA,16143
,PA,16145
,PA,16146
,PA,16148
,PA,16150
,PA,16151
,PA,16153
,PA,16154
,PA,16156
,PA,16157
,PA,16159
,PA,16160
,PA,16161
,PA,16201
,PA,16210
,PA,16211
,PA,16212
,PA,16214
,PA,16217
,PA,16218
,PA,16222
,PA,16224
,PA,16226
,PA,16229
,PA,16232
,PA,16233
,PA,16235
,PA,16238
,PA,16239
,PA,16240
,PA,16242
,PA,16244
,PA,16246
,PA,16248
,PA,16249
,PA,16250
,PA,16254
,PA,16255
,PA,16256
,PA,16258
,PA,16259
,PA,16262
,PA,16301
,PA,16311
,PA,16313
,PA,16314
,PA,16316
,PA,16317
,PA,16322
,PA,16323
,PA,16326
,PA,16327
,PA,16329
,PA,16331
,PA,16333
,PA,16334
,PA,16335
,PA,16340
,PA,16341
,PA,16342
,PA,16343
,PA,16344
,PA,16345
,PA,16346
,PA,16347
,PA,16350
,PA,16351
,PA,16353
,PA,16354
,PA,16360
,PA,16362
,PA,16364
,PA,16365
,PA,16370
,PA,16371
,PA,16372
,PA,16373
,PA,16374
,PA,16401
,PA,16403
,PA,16404
,PA,16405
,PA,16406
,PA,16407
,PA,16410
,PA,16411
,PA,16412
,PA,16415
,PA,16417
,PA,16420
,PA,16421
,PA,16422
,PA,16424
,PA,16426
,PA,16427
,PA,16428
,PA,16433
,PA,16434
,PA,16435
,PA,16436
,PA,16438
,PA,16440
,PA,16441
,PA,16442
,PA,16443
,PA,16501
,PA,16506
,PA,16601
,PA,16611
,PA,16613
,PA,16617
,PA,16619
,PA,16620
,PA,16621
,PA,16622
,PA,16623
,PA,16625
,PA,16627
,PA,16630
,PA,16633
,PA,16634
,PA,16635
,PA,16636
,PA,16637
,PA,16639
,PA,16640
,PA,16641
,PA,16646
,PA,16647
,PA,16648
,PA,16650
,PA,16651
,PA,16652
,PA,16655
,PA,16656
,PA,16657
,PA,16662
,PA,16664
,PA,16665
,PA,16666
,PA,16667
,PA,16668
,PA,16669
,PA,16671
,PA,16672
