ZIP_CODE,STATE_NAME,PARENT_NAME,PARENT_ID,PAYER_NAME,PAYER_ID,OVERALL,COMMERCIAL,COMMERCIAL_FI,FI_HMO,FI_PPO,FI_POS,FI_INDEMNITY,PUBLIC_HIX_INDIVIDUAL,PUBLIC_HIX_SHOP,FI_CDHP,COMMERCIAL_SI,SI_HMO,SI_PPO,SI_POS,SI_INDEMNITY,SI_CDHP,MEDICARE_ADVANTAGE_PART_C,PAYER_MANAGED_MEDICAID,MGD_MEDICAID_TITLE_19,MGD_MEDICAID_TITLE_21_CHIP,MGD_MEDICAID_SPECIALTY_PROGRAMS,MANAGED_MEDICAID_DUAL_ELIGIBLE,TRICARE,CREATED_AT
90278,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,95,59,3,0,2,1,0,0,0,0,56,0,51,5,0,10,36,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
91763,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,92,85,5,0,1,4,0,0,0,0,80,0,76,4,0,16,7,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
92344,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,50,45,2,0,0,2,0,0,0,0,43,0,41,2,0,9,5,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
93277,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,157,151,0,0,0,0,0,0,0,0,151,0,146,5,0,26,6,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
94124,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,42,41,3,0,1,2,0,0,0,0,38,0,35,3,0,10,1,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
95388,California,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,33,31,0,0,0,0,0,0,0,0,31,0,31,0,0,5,2,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
97008,Oregon,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,74,68,7,0,5,2,0,0,0,0,61,0,52,9,0,17,6,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
97364,Oregon,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,8,8,0,0,0,0,0,0,0,0,8,0,8,0,0,7,0,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
98033,Washington,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,79,74,8,0,7,1,0,0,0,0,66,0,60,6,0,20,5,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
98340,Washington,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,3,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
98903,Washington,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,28,28,0,0,0,0,0,0,0,0,28,0,26,2,0,2,0,0,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
70422,Louisiana,Centene,1005,Louisiana HealthCare Connections,851,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
70657,Louisiana,Centene,1005,Louisiana HealthCare Connections,851,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
71439,Louisiana,Centene,1005,Louisiana HealthCare Connections,851,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2026-03-02 08:27:02.243 -0500
02350,Massachusetts,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
02875,Rhode Island,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-03-02 08:27:02.243 -0500
03826,New Hampshire,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-03-02 08:27:02.243 -0500
04448,Maine,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-03-02 08:27:02.243 -0500
05060,Vermont,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
05758,Vermont,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-03-02 08:27:02.243 -0500
06339,Connecticut,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,2026-03-02 08:27:02.243 -0500
06906,Connecticut,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-03-02 08:27:02.243 -0500
07460,New Jersey,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-03-02 08:27:02.243 -0500
08007,New Jersey,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-03-02 08:27:02.243 -0500
08554,New Jersey,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,2026-03-02 08:27:02.243 -0500
10920,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-03-02 08:27:02.243 -0500
11797,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-03-02 08:27:02.243 -0500
12183,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-03-02 08:27:02.243 -0500
12492,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
13033,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-03-02 08:27:02.243 -0500
13214,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-03-02 08:27:02.243 -0500
13787,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
14136,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-03-02 08:27:02.243 -0500
14842,New York,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-03-02 08:27:02.243 -0500
15425,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-03-02 08:27:02.243 -0500
15687,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-03-02 08:27:02.243 -0500
15926,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-03-02 08:27:02.243 -0500
16311,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
16636,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-03-02 08:27:02.243 -0500
17061,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-03-02 08:27:02.243 -0500
17745,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
18216,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
18833,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
19446,Pennsylvania,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,2026-03-02 08:27:02.243 -0500
20607,Maryland,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,2026-03-02 08:27:02.243 -0500
20714,Maryland,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2026-03-02 08:27:02.243 -0500
21146,Maryland,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,2026-03-02 08:27:02.243 -0500
21650,Maryland,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
22842,Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-03-02 08:27:02.243 -0500
23123,Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-03-02 08:27:02.243 -0500
23832,Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,2026-03-02 08:27:02.243 -0500
24635,Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-03-02 08:27:02.243 -0500
25917,West Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
26554,West Virginia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,2026-03-02 08:27:02.243 -0500
27244,North Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
27924,North Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-03-02 08:27:02.243 -0500
28314,North Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16753,2026-03-02 08:27:02.243 -0500
28562,North Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-03-02 08:27:02.243 -0500
29070,South Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-03-02 08:27:02.243 -0500
29527,South Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,2026-03-02 08:27:02.243 -0500
29943,South Carolina,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-03-02 08:27:02.243 -0500
30294,Georgia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
30673,Georgia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-03-02 08:27:02.243 -0500
30823,Georgia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-03-02 08:27:02.243 -0500
31415,Georgia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,2026-03-02 08:27:02.243 -0500
31791,Georgia,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
32726,Florida,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,2026-03-02 08:27:02.243 -0500
33547,Florida,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,2026-03-02 08:27:02.243 -0500
34142,Florida,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
34747,Florida,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,2026-03-02 08:27:02.243 -0500
35594,Alabama,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-03-02 08:27:02.243 -0500
36276,Alabama,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
36754,Alabama,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
37048,Tennessee,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-03-02 08:27:02.243 -0500
37737,Tennessee,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-03-02 08:27:02.243 -0500
38019,Tennessee,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,2026-03-02 08:27:02.243 -0500
38556,Tennessee,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-03-02 08:27:02.243 -0500
38951,Mississippi,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-03-02 08:27:02.243 -0500
39657,Mississippi,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-03-02 08:27:02.243 -0500
40165,Kentucky,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,2026-03-02 08:27:02.243 -0500
41174,Kentucky,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-03-02 08:27:02.243 -0500
42324,Kentucky,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-03-02 08:27:02.243 -0500
43522,Ohio,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-03-02 08:27:02.243 -0500
44056,Ohio,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-03-02 08:27:02.243 -0500
44705,Ohio,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-03-02 08:27:02.243 -0500
45317,Ohio,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-03-02 08:27:02.243 -0500
45817,Ohio,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-03-02 08:27:02.243 -0500
46148,Indiana,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
46615,Indiana,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-03-02 08:27:02.243 -0500
46940,Indiana,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-03-02 08:27:02.243 -0500
47601,Indiana,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-03-02 08:27:02.243 -0500
48048,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-03-02 08:27:02.243 -0500
48167,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-03-02 08:27:02.243 -0500
48765,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
49078,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
49428,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-03-02 08:27:02.243 -0500
49967,Michigan,Humana,1100,Humana Military Healthcare Services,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
47982,Indiana,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
50548,Iowa,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-03-02 08:27:02.243 -0500
51055,Iowa,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
52313,Iowa,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
52638,Iowa,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-03-02 08:27:02.243 -0500
53522,Wisconsin,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-03-02 08:27:02.243 -0500
54211,Wisconsin,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
54739,Wisconsin,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-03-02 08:27:02.243 -0500
55101,Minnesota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-03-02 08:27:02.243 -0500
56157,Minnesota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-03-02 08:27:02.243 -0500
56585,Minnesota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-03-02 08:27:02.243 -0500
57772,South Dakota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
58426,North Dakota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
58725,North Dakota,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-03-02 08:27:02.243 -0500
59540,Montana,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
60107,Illinois,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-03-02 08:27:02.243 -0500
60953,Illinois,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-03-02 08:27:02.243 -0500
61604,Illinois,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,2026-03-02 08:27:02.243 -0500
62298,Illinois,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-03-02 08:27:02.243 -0500
62690,Illinois,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-03-02 08:27:02.243 -0500
63026,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-03-02 08:27:02.243 -0500
64453,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-03-02 08:27:02.243 -0500
64725,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
65062,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
65534,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2026-03-02 08:27:02.243 -0500
65786,Missouri,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-03-02 08:27:02.243 -0500
66937,Kansas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-03-02 08:27:02.243 -0500
67485,Kansas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-03-02 08:27:02.243 -0500
68028,Nebraska,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752,2026-03-02 08:27:02.243 -0500
68631,Nebraska,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-03-02 08:27:02.243 -0500
68863,Nebraska,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-03-02 08:27:02.243 -0500
69039,Nebraska,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-03-02 08:27:02.243 -0500
70471,Louisiana,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,2026-03-02 08:27:02.243 -0500
71046,Louisiana,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-03-02 08:27:02.243 -0500
71323,Louisiana,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-03-02 08:27:02.243 -0500
72060,Arkansas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-03-02 08:27:02.243 -0500
72668,Arkansas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-03-02 08:27:02.243 -0500
73027,Oklahoma,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-03-02 08:27:02.243 -0500
73569,Oklahoma,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-03-02 08:27:02.243 -0500
74132,Oklahoma,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-03-02 08:27:02.243 -0500
74936,Oklahoma,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-03-02 08:27:02.243 -0500
75431,Texas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-03-02 08:27:02.243 -0500
75652,Texas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-03-02 08:27:02.243 -0500
76012,Texas,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,2026-03-02 08:27:02.243 -0500
