STATE_NAME,MSA_NAME,MSA_CODE,PARENT_NAME,PARENT_ID,PAYER_NAME,PAYER_ID,OVERALL,COMMERCIAL,COMMERCIAL_FI,FI_HMO,FI_PPO,FI_POS,FI_INDEMNITY,PUBLIC_HIX_INDIVIDUAL,PUBLIC_HIX_SHOP,FI_CDHP,COMMERCIAL_SI,SI_HMO,SI_PPO,SI_POS,SI_INDEMNITY,SI_CDHP,MEDICARE_ADVANTAGE_PART_C,PAYER_MANAGED_MEDICAID,MGD_MEDICAID_TITLE_19,MGD_MEDICAID_TITLE_21_CHIP,MGD_MEDICAID_SPECIALTY_PROGRAMS,MANAGED_MEDICAID_DUAL_ELIGIBLE,TRICARE,OVERALL_PCT,COMMERCIAL_PCT,COMMERCIAL_FI_PCT,FI_HMO_PCT,FI_PPO_PCT,FI_POS_PCT,FI_INDEMNITY_PCT,PUBLIC_HIX_INDIVIDUAL_PCT,PUBLIC_HIX_SHOP_PCT,FI_CDHP_PCT,COMMERCIAL_SI_PCT,SI_HMO_PCT,SI_PPO_PCT,SI_POS_PCT,SI_INDEMNITY_PCT,SI_CDHP_PCT,MEDICARE_ADVANTAGE_PART_C_PCT,PAYER_MANAGED_MEDICAID_PCT,MGD_MEDICAID_TITLE_19_PCT,MGD_MEDICAID_TITLE_21_CHIP_PCT,MGD_MEDICAID_SPECIALTY_PROGRAMS_PCT,MANAGED_MEDICAID_DUAL_ELIGIBLE_PCT,TRICARE_PCT,CREATED_AT
Texas,Abilene,10180,Highmark,1095,Highmark Blue Cross Blue Shield,321,561,553,37,0,37,0,0,0,0,2,516,0,513,0,3,19,8,0,0,0,0,0,0,0.4800,0.6600,0.1100,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.0400,1.0700,0.0000,1.4100,0.0000,0.1900,0.2300,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Highmark,1095,Highmark Blue Cross Blue Shield Delaware,97,3,3,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Highmark,1095,Highmark Blue Cross Blue Shield Western New York,873,13,13,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0.0100,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Highmark,1095,,,577,569,38,0,38,0,0,0,0,2,531,0,528,0,3,19,8,0,0,0,0,0,0,0.4900,0.6800,0.1100,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.0400,1.1000,0.0000,1.4500,0.0000,0.1900,0.2300,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Mail Handlers Benefit,2442,,,81,81,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700,0.1000,0.2300,0.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Mail Handlers Benefit,2442,Mail Handlers Benefit,1112,81,81,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700,0.1000,0.2300,0.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Kaiser Permanente,1112,,,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0100,0.0100,0.0300,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Kaiser Permanente,1112,Kaiser Permanente,350,10,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0100,0.0100,0.0300,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Independent Health,1102,Pharmacy Benefit Dimensions,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Independent Health,1102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Humana,1100,,,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,1.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Humana,1100,Humana,329,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0,0,1.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,University Health System (TX),1015,,,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,0.0000,0.0000,0.0500,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,University Health System (TX),1015,Community First Health,151,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,0.0000,0.0000,0.0500,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,Texas Children's Hospital,1318,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,TriWest Alliance,2233,TriWest Healthcare,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,2026-03-02 08:25:32.429 -0500
Texas,Abilene,10180,TriWest Alliance,2233,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,2026-03-02 08:25:32.429 -0500
