STATE_NAME,COUNTY_NAME,COUNTY_CODE,PARENT_NAME,PARENT_ID,PAYER_NAME,PAYER_ID,OVERALL,COMMERCIAL,COMMERCIAL_FI,FI_HMO,FI_PPO,FI_POS,FI_INDEMNITY,PUBLIC_HIX_INDIVIDUAL,PUBLIC_HIX_SHOP,FI_CDHP,COMMERCIAL_SI,SI_HMO,SI_PPO,SI_POS,SI_INDEMNITY,SI_CDHP,MEDICARE_ADVANTAGE_PART_C,PAYER_MANAGED_MEDICAID,MGD_MEDICAID_TITLE_19,MGD_MEDICAID_TITLE_21_CHIP,MGD_MEDICAID_SPECIALTY_PROGRAMS,MANAGED_MEDICAID_DUAL_ELIGIBLE,TRICARE,OVERALL_PCT,COMMERCIAL_PCT,COMMERCIAL_FI_PCT,FI_HMO_PCT,FI_PPO_PCT,FI_POS_PCT,FI_INDEMNITY_PCT,PUBLIC_HIX_INDIVIDUAL_PCT,PUBLIC_HIX_SHOP_PCT,FI_CDHP_PCT,COMMERCIAL_SI_PCT,SI_HMO_PCT,SI_PPO_PCT,SI_POS_PCT,SI_INDEMNITY_PCT,SI_CDHP_PCT,MEDICARE_ADVANTAGE_PART_C_PCT,PAYER_MANAGED_MEDICAID_PCT,MGD_MEDICAID_TITLE_19_PCT,MGD_MEDICAID_TITLE_21_CHIP_PCT,MGD_MEDICAID_SPECIALTY_PROGRAMS_PCT,MANAGED_MEDICAID_DUAL_ELIGIBLE_PCT,TRICARE_PCT,CREATED_AT
North Carolina,Union County,37179,BlueCross BlueShield Mississippi,1262,,,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Union County,37179,Carle Foundation,2464,,,79,79,49,0,47,2,0,0,0,0,30,1,29,0,0,0,0,0,0,0,0,0,0,0.0400,0.0600,0.1100,0.0000,0.2600,0.0300,0.0000,0.0000,0.0000,0.0000,0.0400,0.1100,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Union County,37179,Cigna Group,1009,,,16939,15964,2308,6,1734,0,3,565,0,604,13656,0,13552,80,24,5115,975,0,0,0,0,0,0,8.8100,12.7800,4.9700,0.2900,9.7800,0.0000,5.7700,2.7100,0.0000,8.6800,17.4100,0.0000,20.9200,0.6400,10.0800,21.2500,4.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Union County,37179,CVS Health,2141,,,30785,25797,6138,18,1823,0,19,4278,0,1000,19659,7,19628,0,24,5424,4988,0,0,0,0,0,0,16.0100,20.6500,13.2100,0.8600,10.2800,0.0000,36.5400,20.5000,0.0000,14.3800,25.0600,0.7400,30.3000,0.0000,10.0800,22.5300,23.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Union County,37179,Elevance Health,1251,,,16168,16093,819,0,756,63,0,0,0,262,15274,921,14233,76,44,6484,75,0,0,0,0,0,0,8.4100,12.8800,1.7600,0.0000,4.2600,1.1000,0.0000,0.0000,0.0000,3.7700,19.4700,97.6700,21.9700,0.6100,18.4900,26.9400,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Alignment Healthcare USA,2337,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Sistemas Medicos Nacionales,1287,,,1921,1921,1921,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0900,2.9000,5.3100,18.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Premera Blue Cross,1184,Premera Blue Cross,496,46,46,8,0,8,0,0,0,0,1,38,0,38,0,0,11,0,0,0,0,0,0,0,0.0300,0.0700,0.0200,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0900,0.1300,0.0000,0.1400,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Molina Healthcare,1142,Molina Healthcare,1022,8678,7384,7384,0,0,0,0,7384,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,0,4.9100,11.1500,20.3900,0.0000,0.0000,0.0000,0.0000,51.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Mail Handlers Benefit,2442,Mail Handlers Benefit,1112,49,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300,0.0700,0.1400,0.0000,0.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Highmark,1095,Highmark Blue Cross Blue Shield West Virginia,412,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Health Care Service Corporation,1074,BlueCross BlueShield Texas,91,628,628,230,0,230,0,0,0,0,38,398,0,390,0,8,59,0,0,0,0,0,0,0,0.3600,0.9500,0.6400,0.0000,2.2700,0.0000,0.0000,0.0000,0.0000,3.2900,1.3200,0.0000,1.4000,0.0000,9.0900,1.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Elevance Health,1251,Anthem BlueCross BlueShield Missouri,37,167,167,1,0,1,0,0,0,0,0,166,0,166,0,0,113,0,0,0,0,0,0,0,0.0900,0.2500,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.5500,0.0000,0.5900,0.0000,0.0000,3.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Elevance Health,1251,Anthem BlueCross BlueShield Connecticut,33,75,75,8,0,8,0,0,0,0,3,67,0,67,0,0,16,0,0,0,0,0,0,0,0.0400,0.1100,0.0200,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.2600,0.2200,0.0000,0.2400,0.0000,0.0000,0.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Clever Care Health,2472,Clever Care Health,1158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Centene,1005,WellCare,644,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779,0,0,0,0,0,0,1.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,BlueCross BlueShield Hawaii (HMSA),1072,BlueCross BlueShield Hawaii (HMSA),263,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
California,Imperial County,6025,Ascendiun dba Blue Shield California,979,Blue Shield California,96,21418,21247,12422,3564,7624,0,0,1215,19,328,8825,0,8825,0,0,226,171,0,0,0,0,0,0,12.1200,32.0700,34.3100,34.2900,75.2200,0.0000,0.0000,8.4000,2.6400,28.3700,29.3700,0.0000,31.6100,0.0000,0.0000,6.2200,1.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Ascendiun dba Blue Shield California,979,,,19,19,1,0,1,0,0,0,0,0,18,0,18,0,0,1,0,0,0,0,0,0,0,0.0500,0.1200,0.0200,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.1900,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,BlueCross BlueShield Tennessee,992,BlueCross BlueShield Tennessee,90,424,424,4,0,4,0,0,0,0,0,420,0,420,0,0,110,0,0,0,0,0,0,0,1.0300,2.7400,0.0700,0.0000,0.3400,0.0000,0.0000,0.0000,0.0000,0.0000,4.2100,0.0000,4.5400,0.0000,0.0000,3.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Cigna Group,1009,Cigna,140,1088,1088,152,0,110,0,0,42,0,32,936,0,924,0,12,265,0,0,0,0,0,0,0,2.6500,7.0300,2.7600,0.0000,9.2400,0.0000,0.0000,1.1400,0.0000,4.5600,9.3900,0.0000,10.0000,0.0000,26.0900,8.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Elevance Health,1251,Anthem BlueCross BlueShield Georgia,85,110,100,23,0,12,11,0,0,0,1,77,0,68,9,0,7,10,0,0,0,0,0,0,0.2700,0.6500,0.4200,0.0000,1.0100,2.7100,0.0000,0.0000,0.0000,0.1400,0.7700,0.0000,0.7400,1.3300,0.0000,0.2400,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Elevance Health,1251,Anthem BlueCross BlueShield Nevada,38,71,71,0,0,0,0,0,0,0,0,71,0,71,0,0,20,0,0,0,0,0,0,0,0.1700,0.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7100,0.0000,0.7700,0.0000,0.0000,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Elevance Health,1251,Anthem BlueCross BlueShield Virginia,41,183,183,21,0,18,3,0,0,0,8,162,0,154,8,0,62,0,0,0,0,0,0,0,0.4500,1.1800,0.3800,0.0000,1.5100,0.7400,0.0000,0.0000,0.0000,1.1400,1.6300,0.0000,1.6700,1.1800,0.0000,2.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Health Care Service Corporation,1074,,,496,496,14,0,14,0,0,0,0,2,482,0,476,0,6,74,0,0,0,0,0,0,0,1.2100,3.2100,0.2500,0.0000,1.1800,0.0000,0.0000,0.0000,0.0000,0.2900,4.8300,0.0000,5.1500,0.0000,13.0400,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Highmark,1095,Highmark Blue Cross Blue Shield West Virginia,412,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0100,0.0200,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Kaiser Permanente,1112,Kaiser Permanente,350,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0100,0.0200,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,MVP Health Care,1146,MVP Health Care,414,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,Premera Blue Cross,1184,Premera Blue Cross,496,6,6,0,0,0,0,0,0,0,0,6,0,6,0,0,2,0,0,0,0,0,0,0,0.0100,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0600,0.0000,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Vance County,37181,UnitedHealth Group,1231,UnitedHealthcare,609,2659,1379,598,194,33,368,3,0,0,114,781,0,109,655,17,249,1280,0,0,0,0,0,0,6.4800,8.9200,10.8800,95.5700,2.7700,90.6400,23.0800,0.0000,0.0000,16.2600,7.8300,0.0000,1.1800,96.7500,36.9600,8.4100,17.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Liberty Health Advantage,2043,,,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Medical Mutual,1129,Medical Mutual,391,116,116,74,0,74,0,0,0,0,36,42,0,42,0,0,17,0,0,0,0,0,0,0,0.0100,0.0200,0.0300,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0800,0.0100,0.0000,0.0100,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,MHH Healthcare,2483,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,MVP Health Care,1146,,,31,18,0,0,0,0,0,0,0,0,18,1,17,0,0,0,13,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Point32Health,1225,Tufts Health,601,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Quartz Health,2439,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Sonder Health,2474,Sonder Health,1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,UnitedHealth Group,1231,UnitedHealthcare Community Plan,829,28165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,27147,27147,0,0,0,0,2.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1000,15.3200,16.7200,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Florida Blue,982,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Health Care Service Corporation,1074,BlueCross BlueShield Texas,91,9706,9706,999,0,998,0,1,0,0,163,8707,0,8637,0,70,1297,0,0,0,0,0,0,0,0.9600,1.3100,0.3700,0.0000,0.6800,0.0000,0.2800,0.0000,0.0000,0.3500,1.8700,0.0000,2.2300,0.0000,3.9400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,APWU Health,2382,APWU Health,1027,588,588,588,0,588,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600,0.0800,0.2200,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,American Foreign Service Protective,2441,American Foreign Service Protective Association,1111,300,300,300,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300,0.0400,0.1100,0.0000,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,BlueCross BlueShield Arizona,981,,,229,229,43,0,43,0,0,0,0,7,186,0,186,0,0,97,0,0,0,0,0,0,0,0.0200,0.0300,0.0200,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0200,0.0400,0.0000,0.0500,0.0000,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,BlueCross BlueShield Michigan,985,BlueCross BlueShield Vermont,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,BlueCross BlueShield Rhode Island,989,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,CareFirst,1002,CareFirst BlueCross BlueShield,122,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Centene,1005,Superior HealthPlan,577,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Corewell Health,2217,,,12,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Devoted Health,2423,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Elevance Health,1251,Anthem BlueCross BlueShield Connecticut,33,1371,1371,146,0,145,0,1,0,0,52,1225,1,1210,12,2,280,0,0,0,0,0,0,0,0.1400,0.1900,0.0500,0.0000,0.1000,0.0000,0.2800,0.0000,0.0000,0.1100,0.2600,0.0600,0.3100,0.0200,0.1100,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Health Care Service Corporation,1074,,,22291,22247,1707,0,1704,0,3,0,0,256,20540,0,20360,0,180,3253,44,0,0,0,0,0,0,2.2100,3.0100,0.6200,0.0000,1.1700,0.0000,0.8400,0.0000,0.0000,0.5600,4.4100,0.0000,5.2600,0.0000,10.1200,2.5100,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Henry Ford Health,2245,Health Alliance Plan (MI),267,16,16,7,0,7,0,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Horizon Blue Cross Blue Shield of New Jersey,1099,Braven Health,1148,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Wake County,37183,Independence Health Group,1101,AmeriHealth Caritas,712,25358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25358,25358,0,0,0,0,2.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3100,15.6200,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,SAMBA Health Benefit,2381,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100,0.0200,0.0500,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,Point32Health,1225,Harvard Pilgrim Health Care,262,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100,0.0200,0.0500,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,Liberty Health Advantage,2043,Liberty Health Advantage,359,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,Highmark,1095,Highmark Blue Shield Northeastern New York,874,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100,0.0200,0.0500,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,Health Care Service Corporation,1074,BlueCross BlueShield Illinois,86,54,54,1,0,1,0,0,0,0,0,53,0,48,0,5,9,0,0,0,0,0,0,0,0.4100,1.0300,0.0500,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,1.6800,0.0000,1.7000,0.0000,16.1300,1.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
North Carolina,Warren County,37185,Elevance Health,1251,Anthem BlueCross California,93,23,23,2,0,2,0,0,0,0,0,21,0,21,0,0,6,0,0,0,0,0,0,0,0.1700,0.4400,0.0900,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6700,0.0000,0.7400,0.0000,0.0000,0.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-03-02 08:23:00.633 -0500
